user_id,persona_name,job,story_flag,home_lat,home_lon,device_id
2fb2d148-4fdf-4fad-98a8-64f7a0d4b9ab,일반유저_강사_배민커넥트_11,강사_배민커넥트,nhis_risk,37.39072,127.404088,DEV-a8c2332c96
c7f02119-a1fb-4d6e-aa96-2357cdc25995,일반유저_프리랜서_마케터_12,프리랜서_마케터,cashflow_crisis,36.902344,126.614561,DEV-15c06cb09d
6e6a5fd4-1133-49f6-95cf-c98871733437,일반유저_프리랜서_마케터_13,프리랜서_마케터,cashflow_crisis,37.087285,128.963054,DEV-85d28c0fad
d950d71d-7d56-4560-a7ed-dbfa17f4b908,일반유저_프리랜서_마케터_14,프리랜서_마케터,cashflow_crisis,37.339506,127.450316,DEV-278364e68c
787f87e7-cc50-42aa-9a17-641aa74cf9f5,일반유저_크리에이터_인플루언서_15,크리에이터_인플루언서,budget_over,36.716348,127.41208,DEV-df8b6390a7
e08dd594-a081-450f-aea8-b0007fd89885,일반유저_IT_개발자_16,IT_개발자,normal,35.959231,128.175438,DEV-0e4dfc1c1c
a3068e44-6828-41c1-903a-0b6c552f67f0,일반유저_배달_투잡러_17,배달_투잡러,normal,36.644654,126.927847,DEV-70e084e246
3625e102-c65f-4cc7-a761-622b3c3c1e68,일반유저_프리랜서_마케터_18,프리랜서_마케터,cashflow_crisis,35.441187,127.448639,DEV-842bd7ddc9
9bb679cb-8d83-45af-8297-e91440efb0d0,일반유저_강사_배민커넥트_19,강사_배민커넥트,nhis_risk,35.592961,127.310707,DEV-de1900fe8a
50b593ca-91f0-4e63-99e1-c0b7e5b94e89,일반유저_배달_투잡러_20,배달_투잡러,normal,35.61843,126.580251,DEV-841015dab1
5be76485-2e9a-487a-a93c-781394381c85,일반유저_IT_개발자_21,IT_개발자,normal,36.083145,126.665472,DEV-0489ad3b23
de30f39f-72a8-47ed-b600-4c4d2f5a6a1b,일반유저_강사_배민커넥트_22,강사_배민커넥트,nhis_risk,37.366193,127.286695,DEV-188cf61e41
8f1cc424-911d-4eda-b575-e9298c148f7c,일반유저_크리에이터_인플루언서_23,크리에이터_인플루언서,budget_over,36.068206,128.786369,DEV-38ea039604
7e5021d1-7d20-47c8-9e22-cd2cd2ccc30b,일반유저_크리에이터_인플루언서_24,크리에이터_인플루언서,budget_over,35.385753,126.849076,DEV-fb8f5ab380
054a8368-caf8-44cb-85df-12d9256a8ff2,일반유저_강사_배민커넥트_25,강사_배민커넥트,nhis_risk,36.455239,128.367535,DEV-a104864052
93163119-0cb3-4d08-b56f-3d8d02fdab1a,일반유저_크리에이터_인플루언서_26,크리에이터_인플루언서,budget_over,37.424122,127.498501,DEV-343a0ea886
e8b7ab74-be92-4ef6-833a-dbb63e514bdc,일반유저_프리랜서_마케터_27,프리랜서_마케터,cashflow_crisis,37.69278,126.845829,DEV-88721c6238
1413b0e7-1a59-4cb3-ae7b-bf0ec6ac25ee,일반유저_크리에이터_인플루언서_28,크리에이터_인플루언서,budget_over,35.245455,126.617791,DEV-59f3cd81ff
d7af49e6-ecf2-4180-bf43-621f6a39a0a6,일반유저_배달_투잡러_29,배달_투잡러,normal,35.412672,126.899955,DEV-fc668d0ce1
5f92ab98-64e1-4bcd-aa8d-015b5e9907be,일반유저_크리에이터_인플루언서_30,크리에이터_인플루언서,budget_over,36.610304,127.461918,DEV-35ea73d34d
